timestamp_utc,run_id,target,elapsed_s,server_process_count,server_rss_bytes,server_vms_bytes,server_cpu_time_s,server_cpu_percent,system_cpu_total_percent,system_cpu_max_core_percent,system_mem_used_bytes,system_mem_available_bytes,cpu_temp_max_c,powercap_energy_uj,powercap_package_power_w
2026-04-27T20:36:03.907677+00:00,medium_gpu_1_chatbot,gpu_1,5.0067901611328125e-06,3,10153791488,88983957504,184.07,0.0,0.0,0.0,16621420544,523963879424,24.0,,
2026-04-27T20:36:04.943429+00:00,medium_gpu_1_chatbot,gpu_1,1.0407333374023438,3,10153791488,88983957504,184.07,0.0,0.12109375,7.7,16638410752,523946889216,24.0,,
2026-04-27T20:36:05.978542+00:00,medium_gpu_1_chatbot,gpu_1,2.076443910598755,3,10153791488,88983957504,184.07999999999998,0.9655207022874058,0.8335937499999999,98.1,16869621760,523715678208,24.75,,
2026-04-27T20:36:07.013153+00:00,medium_gpu_1_chatbot,gpu_1,3.1115713119506836,3,10153791488,88983957504,184.09,0.966064658993552,0.8195312499999999,98.1,16941031424,523644268544,24.5,,
2026-04-27T20:36:08.047397+00:00,medium_gpu_1_chatbot,gpu_1,4.146162748336792,3,10153791488,88983957504,184.09,0.0,0.8265625,100.0,16982892544,523602407424,25.25,,
2026-04-27T20:36:09.082681+00:00,medium_gpu_1_chatbot,gpu_1,5.180432319641113,3,10153791488,88983957504,184.09,0.0,0.8195312499999999,97.1,17032925184,523552374784,25.25,,
2026-04-27T20:36:10.117516+00:00,medium_gpu_1_chatbot,gpu_1,6.215693950653076,3,10153791488,88983957504,184.09,0.0,0.88671875,100.0,17067491328,523517808640,25.0,,
2026-04-27T20:36:11.152304+00:00,medium_gpu_1_chatbot,gpu_1,7.250556230545044,3,10154754048,88984219648,184.10999999999999,1.9326243103642415,0.8484375,97.1,17117732864,523467567104,26.25,,
2026-04-27T20:36:12.186818+00:00,medium_gpu_1_chatbot,gpu_1,8.285320043563843,3,10154754048,88984219648,184.10999999999999,0.0,0.45859375,52.0,17171558400,523413741568,25.0,,
2026-04-27T20:36:13.225887+00:00,medium_gpu_1_chatbot,gpu_1,9.319884538650513,3,10180001792,97946214400,184.42,29.964299129947644,0.8187499999999999,58.7,17251495936,523333804032,24.0,,
2026-04-27T20:36:14.263422+00:00,medium_gpu_1_chatbot,gpu_1,10.35891079902649,3,10180272128,97946214400,185.47000000000003,101.05615613796829,0.9250000000000002,100.0,17252417536,523332882432,24.0,,
2026-04-27T20:36:15.300868+00:00,medium_gpu_1_chatbot,gpu_1,11.396447658538818,3,10180329472,97946214400,186.52,101.20122387685694,0.921875,100.0,17254223872,523331076096,24.0,,
2026-04-27T20:36:16.339294+00:00,medium_gpu_1_chatbot,gpu_1,12.43392825126648,3,10183053312,98283077632,187.59,103.1344593335317,1.0984375000000002,100.0,17256648704,523328651264,24.5,,
2026-04-27T20:36:17.378000+00:00,medium_gpu_1_chatbot,gpu_1,13.472339153289795,3,10183081984,98283077632,188.66,103.04206147249873,0.9765625,100.0,17257000960,523328299008,24.0,,
2026-04-27T20:36:18.416587+00:00,medium_gpu_1_chatbot,gpu_1,14.511032581329346,3,10183131136,98283077632,189.72,102.0512859122124,0.9039062500000001,100.0,17257000960,523328299008,24.0,,
2026-04-27T20:36:19.454802+00:00,medium_gpu_1_chatbot,gpu_1,15.549635887145996,3,10183172096,98283077632,190.79,103.02297267951171,0.9437500000000002,100.0,17257254912,523328045056,24.0,,
2026-04-27T20:36:20.493278+00:00,medium_gpu_1_chatbot,gpu_1,16.58783721923828,3,10184278016,98283077632,191.86,103.06286140508534,1.0085937500000002,100.0,17258024960,523327275008,24.0,,
2026-04-27T20:36:21.531248+00:00,medium_gpu_1_chatbot,gpu_1,17.626323223114014,3,10184364032,98284126208,192.91,101.10872906146825,0.9312500000000001,100.0,17257766912,523327533056,24.25,,
2026-04-27T20:36:22.569174+00:00,medium_gpu_1_chatbot,gpu_1,18.664300441741943,3,10184433664,98284126208,193.98,103.08511408510424,0.9242187500000001,100.0,17257766912,523327533056,24.25,,
2026-04-27T20:36:23.608335+00:00,medium_gpu_1_chatbot,gpu_1,19.702226400375366,3,10184495104,98284126208,194.53,52.99029236383726,0.76796875,51.0,16667500544,523917799424,24.0,,
2026-04-27T20:36:24.644819+00:00,medium_gpu_1_chatbot,gpu_1,20.741381883621216,3,10184495104,98284126208,194.53,0.0,0.08359375,2.9,16668721152,523916578816,24.0,,
