# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      1 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      1 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      1 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      1 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      1 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      1 
    0     49     32     38      0      0      0      0      0      0   1215   1095  36437  36438      0      0      0 
    0    221     36     47     92     89      0      0      0      0   1215   1410  36437  36438      0     20      8 
    0    276     42     54    100    100      0      0      0      0   1215   1410  36437  36438      0     20      8 
    0    276     43     56    100    100      0      0      0      0   1215   1410  36437  36438      0     24      8 
    0    268     43     57    100     98      0      0      0      0   1215   1410  36437  36438      0     23      7 
    0    269     44     58    100     98      0      0      0      0   1215   1410  36437  36438      0     23      8 
    0    268     44     58    100     98      0      0      0      0   1215   1410  36437  36438      0     18      7 
    0    268     45     59    100     98      0      0      0      0   1215   1410  36437  36438      0     21      8 
    0    269     45     59    100     98      0      0      0      0   1215   1410  36437  36438      0     22      7 
    0    268     46     60    100     98      0      0      0      0   1215   1410  36437  36438      0     22      8 
    0    270     46     60    100     98      0      0      0      0   1215   1410  36437  36438      0     18      8 
    0    269     47     60    100     98      0      0      0      0   1215   1410  36437  36438      0     19      8 
    0    269     47     61    100     98      0      0      0      0   1215   1410  36437  36438      0     20      7 
    0    270     47     61    100     98      0      0      0      0   1215   1410  36437  36438      0     23      8 
    0    268     48     62    100     97      0      0      0      0   1215   1410  36437  36438      0     20      8 
    0    270     48     62    100     98      0      0      0      0   1215   1410  36437  36438      0     18      8 
    0    270     48     62    100     98      0      0      0      0   1215   1410  36437  36438      0     20      7 
    0    269     49     62    100     97      0      0      0      0   1215   1410  36437  36438      0     20      8 
    0    271     49     62    100     97      0      0      0      0   1215   1410  36437  36438      0     19      7 
    0    270     49     63    100     97      0      0      0      0   1215   1410  36437  36438      0     23      8 
    0    271     49     63    100     97      0      0      0      0   1215   1410  36437  36438      0     19      7 
    0     70     43     47      0      0      0      0      0      0   1215   1410  36437  36438      0      0      0 
    0     68     41     44      0      0      0      0      0      0   1215   1410  36437  36438      0      0      0 
