timestamp_utc,run_id,elapsed_s,gpu,pwr_w,gtemp_c,mtemp_c,sm_pct,mem_pct,enc_pct,dec_pct,jpg_pct,ofa_pct,mclk_mhz,pclk_mhz,fb_mb,bar1_mb,ccpm_mb,rxpci_mbps,txpci_mbps
2026-07-15T12:15:32.983611+00:00,opt13b_gpu_a100_offload_code_30gib,0.07015514373779297,0,49,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:34.032672+00:00,opt13b_gpu_a100_offload_code_30gib,1.1192166805267334,0,49,32,39,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:35.081503+00:00,opt13b_gpu_a100_offload_code_30gib,2.168048143386841,0,49,32,39,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:36.130044+00:00,opt13b_gpu_a100_offload_code_30gib,3.216588258743286,0,50,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:37.180129+00:00,opt13b_gpu_a100_offload_code_30gib,4.266690015792847,0,50,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:38.228851+00:00,opt13b_gpu_a100_offload_code_30gib,5.315401792526245,0,50,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:39.279273+00:00,opt13b_gpu_a100_offload_code_30gib,6.3658246994018555,0,49,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:40.328215+00:00,opt13b_gpu_a100_offload_code_30gib,7.414768934249878,0,49,32,39,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:41.379427+00:00,opt13b_gpu_a100_offload_code_30gib,8.465976476669312,0,49,32,39,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:42.428815+00:00,opt13b_gpu_a100_offload_code_30gib,9.515367984771729,0,49,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:43.474529+00:00,opt13b_gpu_a100_offload_code_30gib,10.561081171035767,0,49,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,1
2026-07-15T12:15:44.522266+00:00,opt13b_gpu_a100_offload_code_30gib,11.608818292617798,0,49,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:45.570029+00:00,opt13b_gpu_a100_offload_code_30gib,12.656580448150635,0,49,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,1
2026-07-15T12:15:46.617770+00:00,opt13b_gpu_a100_offload_code_30gib,13.70432162284851,0,49,32,39,0,0,0,0,0,0,1215,1095,30917,30918,0,0,0
2026-07-15T12:15:47.666014+00:00,opt13b_gpu_a100_offload_code_30gib,14.752569913864136,0,50,32,38,0,0,0,0,0,0,1215,1095,30917,30918,0,0,1
2026-07-15T12:15:48.714579+00:00,opt13b_gpu_a100_offload_code_30gib,15.801136493682861,0,409,39,40,73,27,0,0,0,0,1215,1395,31097,31098,0,3021,381
2026-07-15T12:15:49.764127+00:00,opt13b_gpu_a100_offload_code_30gib,16.850675582885742,0,301,44,53,100,100,0,0,0,0,1215,1410,31097,31098,0,25,9
2026-07-15T12:15:50.814832+00:00,opt13b_gpu_a100_offload_code_30gib,17.901381254196167,0,305,46,57,100,100,0,0,0,0,1215,1410,31097,31098,0,1216,296
2026-07-15T12:15:51.864988+00:00,opt13b_gpu_a100_offload_code_30gib,18.95154309272766,0,384,48,57,100,100,0,0,0,0,1215,1410,31097,31098,0,23,9
2026-07-15T12:15:52.913924+00:00,opt13b_gpu_a100_offload_code_30gib,20.00047016143799,0,305,47,59,100,96,0,0,0,0,1215,1410,31099,31100,0,408,734
2026-07-15T12:15:53.964232+00:00,opt13b_gpu_a100_offload_code_30gib,21.050779104232788,0,295,47,60,100,98,0,0,0,0,1215,1410,31099,31100,0,315,8
2026-07-15T12:15:55.015252+00:00,opt13b_gpu_a100_offload_code_30gib,22.101802349090576,0,295,48,60,100,97,0,0,0,0,1215,1410,31099,31100,0,267,734
2026-07-15T12:15:56.064989+00:00,opt13b_gpu_a100_offload_code_30gib,23.151548385620117,0,295,48,61,100,98,0,0,0,0,1215,1410,31099,31100,0,82,8
2026-07-15T12:15:57.114358+00:00,opt13b_gpu_a100_offload_code_30gib,24.20091223716736,0,294,49,61,100,98,0,0,0,0,1215,1410,31099,31100,0,186,14
2026-07-15T12:15:58.163718+00:00,opt13b_gpu_a100_offload_code_30gib,25.2502703666687,0,292,49,61,100,98,0,0,0,0,1215,1410,31099,31100,0,171,34
2026-07-15T12:15:59.214054+00:00,opt13b_gpu_a100_offload_code_30gib,26.300605535507202,0,293,49,62,100,98,0,0,0,0,1215,1410,31099,31100,0,24,92
2026-07-15T12:16:00.263718+00:00,opt13b_gpu_a100_offload_code_30gib,27.35026979446411,0,298,50,62,100,99,0,0,0,0,1215,1410,31099,31100,0,178,733
2026-07-15T12:16:01.314851+00:00,opt13b_gpu_a100_offload_code_30gib,28.401404857635498,0,295,50,63,100,97,0,0,0,0,1215,1410,31099,31100,0,428,1447
2026-07-15T12:16:02.365841+00:00,opt13b_gpu_a100_offload_code_30gib,29.45239233970642,0,293,51,63,100,99,0,0,0,0,1215,1410,31099,31100,0,174,8
2026-07-15T12:16:03.417218+00:00,opt13b_gpu_a100_offload_code_30gib,30.50376057624817,0,290,51,63,100,99,0,0,0,0,1215,1410,31099,31100,0,118,19
2026-07-15T12:16:04.467113+00:00,opt13b_gpu_a100_offload_code_30gib,31.553662300109863,0,290,51,64,100,99,0,0,0,0,1215,1410,31099,31100,0,20,8
2026-07-15T12:16:05.516072+00:00,opt13b_gpu_a100_offload_code_30gib,32.602628231048584,0,289,51,64,100,99,0,0,0,0,1215,1410,31099,31100,0,179,716
2026-07-15T12:16:06.565757+00:00,opt13b_gpu_a100_offload_code_30gib,33.65230917930603,0,288,51,64,100,98,0,0,0,0,1215,1410,31099,31100,0,22,7
2026-07-15T12:16:07.616367+00:00,opt13b_gpu_a100_offload_code_30gib,34.702911138534546,0,288,52,65,100,98,0,0,0,0,1215,1410,31099,31100,0,31,23
2026-07-15T12:16:08.665560+00:00,opt13b_gpu_a100_offload_code_30gib,35.752105474472046,0,286,52,65,100,98,0,0,0,0,1215,1410,31099,31100,0,20,8
2026-07-15T12:16:09.716655+00:00,opt13b_gpu_a100_offload_code_30gib,36.80320906639099,0,284,52,65,100,96,0,0,0,0,1215,1410,31099,31100,0,18,8
2026-07-15T12:16:10.765877+00:00,opt13b_gpu_a100_offload_code_30gib,37.85243082046509,0,285,52,65,100,96,0,0,0,0,1215,1410,31099,31100,0,19,8
2026-07-15T12:16:11.816442+00:00,opt13b_gpu_a100_offload_code_30gib,38.902996301651,0,285,52,65,100,96,0,0,0,0,1215,1410,31099,31100,0,98,7
2026-07-15T12:16:12.866322+00:00,opt13b_gpu_a100_offload_code_30gib,39.95286822319031,0,284,53,65,100,96,0,0,0,0,1215,1410,31099,31100,0,191,721
2026-07-15T12:16:13.915161+00:00,opt13b_gpu_a100_offload_code_30gib,41.00171136856079,0,292,53,66,100,98,0,0,0,0,1215,1410,31099,31100,0,24,37
2026-07-15T12:16:14.965782+00:00,opt13b_gpu_a100_offload_code_30gib,42.05232858657837,0,292,53,67,100,100,0,0,0,0,1215,1410,31099,31100,0,19,9
2026-07-15T12:16:16.016255+00:00,opt13b_gpu_a100_offload_code_30gib,43.10280966758728,0,291,54,67,100,100,0,0,0,0,1215,1410,31099,31100,0,108,730
2026-07-15T12:16:17.065427+00:00,opt13b_gpu_a100_offload_code_30gib,44.15197944641113,0,298,54,67,100,100,0,0,0,0,1215,1410,31099,31100,0,35,8
2026-07-15T12:16:18.116256+00:00,opt13b_gpu_a100_offload_code_30gib,45.20280861854553,0,297,54,68,100,100,0,0,0,0,1215,1410,31099,31100,0,18,8
2026-07-15T12:16:19.166172+00:00,opt13b_gpu_a100_offload_code_30gib,46.25272846221924,0,298,54,68,100,100,0,0,0,0,1215,1410,31099,31100,0,659,1424
2026-07-15T12:16:20.216610+00:00,opt13b_gpu_a100_offload_code_30gib,47.30315709114075,0,299,55,68,100,100,0,0,0,0,1215,1410,31099,31100,0,20,7
2026-07-15T12:16:21.266074+00:00,opt13b_gpu_a100_offload_code_30gib,48.35262680053711,0,300,55,69,100,100,0,0,0,0,1215,1410,31099,31100,0,20,8
2026-07-15T12:16:22.316734+00:00,opt13b_gpu_a100_offload_code_30gib,49.40328669548035,0,300,55,69,100,100,0,0,0,0,1215,1410,31099,31100,0,186,19
2026-07-15T12:16:23.367113+00:00,opt13b_gpu_a100_offload_code_30gib,50.45366072654724,0,301,55,69,100,100,0,0,0,0,1215,1410,31099,31100,0,20,17
2026-07-15T12:16:24.417776+00:00,opt13b_gpu_a100_offload_code_30gib,51.50432229042053,0,302,56,70,100,100,0,0,0,0,1215,1410,31099,31100,0,20,7
2026-07-15T12:16:25.467473+00:00,opt13b_gpu_a100_offload_code_30gib,52.55402493476868,0,301,56,70,100,100,0,0,0,0,1215,1410,31099,31100,0,22,28
2026-07-15T12:16:26.517022+00:00,opt13b_gpu_a100_offload_code_30gib,53.60356855392456,0,302,56,70,100,100,0,0,0,0,1215,1410,31099,31100,0,20,7
2026-07-15T12:16:27.566320+00:00,opt13b_gpu_a100_offload_code_30gib,54.65286445617676,0,300,56,70,100,100,0,0,0,0,1215,1410,31099,31100,0,20,8
2026-07-15T12:16:28.616286+00:00,opt13b_gpu_a100_offload_code_30gib,55.70283269882202,0,143,53,59,100,87,0,0,0,0,1215,1410,31099,31100,0,27070,2371
2026-07-15T12:16:29.666283+00:00,opt13b_gpu_a100_offload_code_30gib,56.752835750579834,0,294,56,69,100,97,0,0,0,0,1215,1410,31099,31100,0,19,38
2026-07-15T12:16:30.716984+00:00,opt13b_gpu_a100_offload_code_30gib,57.80353379249573,0,305,56,69,100,97,0,0,0,0,1215,1410,31099,31100,0,18,7
2026-07-15T12:16:31.766345+00:00,opt13b_gpu_a100_offload_code_30gib,58.85288953781128,0,292,56,69,100,96,0,0,0,0,1215,1410,31099,31100,0,19,25
2026-07-15T12:16:32.816562+00:00,opt13b_gpu_a100_offload_code_30gib,59.90311145782471,0,293,56,69,100,96,0,0,0,0,1215,1410,31099,31100,0,96,7
2026-07-15T12:16:33.866995+00:00,opt13b_gpu_a100_offload_code_30gib,60.95354127883911,0,296,57,70,100,97,0,0,0,0,1215,1410,31099,31100,0,20,9
2026-07-15T12:16:34.917252+00:00,opt13b_gpu_a100_offload_code_30gib,62.0037956237793,0,298,57,69,100,99,0,0,0,0,1215,1410,31099,31100,0,20,7
2026-07-15T12:16:35.967252+00:00,opt13b_gpu_a100_offload_code_30gib,63.05379629135132,0,299,57,70,100,99,0,0,0,0,1215,1410,31099,31100,0,181,737
2026-07-15T12:16:37.017544+00:00,opt13b_gpu_a100_offload_code_30gib,64.10409665107727,0,299,57,70,100,99,0,0,0,0,1215,1410,31099,31100,0,20,7
2026-07-15T12:16:38.066787+00:00,opt13b_gpu_a100_offload_code_30gib,65.15334129333496,0,298,57,71,100,99,0,0,0,0,1215,1410,31099,31100,0,19,8
2026-07-15T12:16:39.116612+00:00,opt13b_gpu_a100_offload_code_30gib,66.20316457748413,0,296,57,70,100,98,0,0,0,0,1215,1410,31099,31100,0,19,7
2026-07-15T12:16:40.166191+00:00,opt13b_gpu_a100_offload_code_30gib,67.25273513793945,0,300,57,71,100,99,0,0,0,0,1215,1410,31099,31100,0,24,8
2026-07-15T12:16:41.216442+00:00,opt13b_gpu_a100_offload_code_30gib,68.30299115180969,0,300,58,71,100,99,0,0,0,0,1215,1410,31099,31100,0,20,35
2026-07-15T12:16:42.266466+00:00,opt13b_gpu_a100_offload_code_30gib,69.35301494598389,0,300,58,71,100,99,0,0,0,0,1215,1410,31099,31100,0,191,718
2026-07-15T12:16:43.315364+00:00,opt13b_gpu_a100_offload_code_30gib,70.40191292762756,0,302,58,72,100,99,0,0,0,0,1215,1410,31099,31100,0,175,717
2026-07-15T12:16:44.364571+00:00,opt13b_gpu_a100_offload_code_30gib,71.45111465454102,0,302,58,72,100,100,0,0,0,0,1215,1410,31099,31100,0,20,8
2026-07-15T12:16:45.415837+00:00,opt13b_gpu_a100_offload_code_30gib,72.50238752365112,0,298,58,71,100,98,0,0,0,0,1215,1410,31099,31100,0,20,7
2026-07-15T12:16:46.466977+00:00,opt13b_gpu_a100_offload_code_30gib,73.55352139472961,0,297,58,71,100,92,0,0,0,0,1215,1410,31099,31100,0,18,9
2026-07-15T12:16:47.515818+00:00,opt13b_gpu_a100_offload_code_30gib,74.60236358642578,0,285,58,71,100,98,0,0,0,0,1215,1410,31099,31100,0,24,7
2026-07-15T12:16:48.569002+00:00,opt13b_gpu_a100_offload_code_30gib,75.65555477142334,0,300,58,72,100,99,0,0,0,0,1215,1410,31099,31100,0,18,10
2026-07-15T12:16:49.619635+00:00,opt13b_gpu_a100_offload_code_30gib,76.70619106292725,0,297,58,71,100,97,0,0,0,0,1215,1410,31099,31100,0,188,722
2026-07-15T12:16:50.670080+00:00,opt13b_gpu_a100_offload_code_30gib,77.75663304328918,0,297,58,72,100,98,0,0,0,0,1215,1410,31099,31100,0,167,8
2026-07-15T12:16:51.718599+00:00,opt13b_gpu_a100_offload_code_30gib,78.8051528930664,0,299,58,71,100,98,0,0,0,0,1215,1410,31099,31100,0,108,11
2026-07-15T12:16:52.768868+00:00,opt13b_gpu_a100_offload_code_30gib,79.8554174900055,0,297,58,72,100,85,0,0,0,0,1215,1410,31099,31100,0,78,8
2026-07-15T12:16:53.818893+00:00,opt13b_gpu_a100_offload_code_30gib,80.90543627738953,0,296,58,71,100,96,0,0,0,0,1215,1410,31099,31100,0,22,7
2026-07-15T12:16:54.869091+00:00,opt13b_gpu_a100_offload_code_30gib,81.95563268661499,0,295,59,72,100,97,0,0,0,0,1215,1410,31099,31100,0,182,7
2026-07-15T12:16:55.918342+00:00,opt13b_gpu_a100_offload_code_30gib,83.00489139556885,0,304,59,71,100,94,0,0,0,0,1215,1410,31099,31100,0,20,2350
2026-07-15T12:16:56.969108+00:00,opt13b_gpu_a100_offload_code_30gib,84.05565857887268,0,302,59,72,100,97,0,0,0,0,1215,1410,31099,31100,0,22,8
2026-07-15T12:16:58.019036+00:00,opt13b_gpu_a100_offload_code_30gib,85.10558199882507,0,295,59,72,100,83,0,0,0,0,1215,1410,31099,31100,0,18,26
2026-07-15T12:16:59.069422+00:00,opt13b_gpu_a100_offload_code_30gib,86.15597128868103,0,300,59,71,100,94,0,0,0,0,1215,1410,31099,31100,0,177,8
2026-07-15T12:17:00.120395+00:00,opt13b_gpu_a100_offload_code_30gib,87.2069456577301,0,304,59,72,100,96,0,0,0,0,1215,1410,31099,31100,0,19,7
2026-07-15T12:17:01.169834+00:00,opt13b_gpu_a100_offload_code_30gib,88.2563784122467,0,303,59,72,100,97,0,0,0,0,1215,1410,31099,31100,0,204,737
2026-07-15T12:17:02.220681+00:00,opt13b_gpu_a100_offload_code_30gib,89.30723166465759,0,296,59,72,100,97,0,0,0,0,1215,1410,31099,31100,0,603,1378
2026-07-15T12:17:03.269860+00:00,opt13b_gpu_a100_offload_code_30gib,90.35641145706177,0,299,59,72,100,96,0,0,0,0,1215,1410,31099,31100,0,186,738
2026-07-15T12:17:04.320265+00:00,opt13b_gpu_a100_offload_code_30gib,91.40682935714722,0,292,59,72,100,97,0,0,0,0,1215,1410,31099,31100,0,19,42
2026-07-15T12:17:05.370054+00:00,opt13b_gpu_a100_offload_code_30gib,92.45660328865051,0,307,59,72,100,98,0,0,0,0,1215,1410,31099,31100,0,293,1498
2026-07-15T12:17:06.421914+00:00,opt13b_gpu_a100_offload_code_30gib,93.50846600532532,0,304,59,71,100,88,0,0,0,0,1215,1410,31099,31100,0,18,8
2026-07-15T12:17:07.472721+00:00,opt13b_gpu_a100_offload_code_30gib,94.5592679977417,0,298,59,72,100,98,0,0,0,0,1215,1410,31099,31100,0,18,77
2026-07-15T12:17:08.521420+00:00,opt13b_gpu_a100_offload_code_30gib,95.60797023773193,0,295,59,73,100,97,0,0,0,0,1215,1410,31099,31100,0,23,7
2026-07-15T12:17:09.570821+00:00,opt13b_gpu_a100_offload_code_30gib,96.65736842155457,0,298,59,73,100,98,0,0,0,0,1215,1410,31099,31100,0,181,791
2026-07-15T12:17:10.621185+00:00,opt13b_gpu_a100_offload_code_30gib,97.70773696899414,0,294,59,73,100,97,0,0,0,0,1215,1410,31099,31100,0,22,7
2026-07-15T12:17:11.672309+00:00,opt13b_gpu_a100_offload_code_30gib,98.75885462760925,0,296,59,73,100,97,0,0,0,0,1215,1410,31099,31100,0,19,9
2026-07-15T12:17:12.722345+00:00,opt13b_gpu_a100_offload_code_30gib,99.80889081954956,0,293,59,73,100,97,0,0,0,0,1215,1410,31099,31100,0,33,7
2026-07-15T12:17:13.772510+00:00,opt13b_gpu_a100_offload_code_30gib,100.85905432701111,0,294,59,73,100,97,0,0,0,0,1215,1410,31099,31100,0,22,33
2026-07-15T12:17:14.823798+00:00,opt13b_gpu_a100_offload_code_30gib,101.91034865379333,0,295,59,73,100,97,0,0,0,0,1215,1410,31099,31100,0,18,8
2026-07-15T12:17:15.873286+00:00,opt13b_gpu_a100_offload_code_30gib,102.9598298072815,0,298,60,73,100,97,0,0,0,0,1215,1410,31099,31100,0,20,22
2026-07-15T12:17:16.922514+00:00,opt13b_gpu_a100_offload_code_30gib,104.00905561447144,0,297,60,73,100,99,0,0,0,0,1215,1410,31099,31100,0,27,8
2026-07-15T12:17:17.971606+00:00,opt13b_gpu_a100_offload_code_30gib,105.05816268920898,0,301,60,74,100,99,0,0,0,0,1215,1410,31099,31100,0,184,714
2026-07-15T12:17:19.022241+00:00,opt13b_gpu_a100_offload_code_30gib,106.10878562927246,0,299,60,74,100,99,0,0,0,0,1215,1410,31099,31100,0,19,7
2026-07-15T12:17:20.071845+00:00,opt13b_gpu_a100_offload_code_30gib,107.15838861465454,0,301,60,74,100,99,0,0,0,0,1215,1410,31099,31100,0,170,35
2026-07-15T12:17:21.122454+00:00,opt13b_gpu_a100_offload_code_30gib,108.20900654792786,0,303,60,74,100,99,0,0,0,0,1215,1410,31099,31100,0,20,7
2026-07-15T12:17:22.173267+00:00,opt13b_gpu_a100_offload_code_30gib,109.25981616973877,0,303,60,74,100,99,0,0,0,0,1215,1410,31099,31100,0,141,9
