config,workload,status,duration_s,request_throughput,total_token_throughput,output_throughput,mean_ttft_ms,mean_tpot_ms,max_server_rss_gib,max_gpu_fb_gib,max_gpu_sm_pct,max_gpu_power_w,max_gpu_temp_c,max_pcie_rx_mbps,max_pcie_tx_mbps,figure
cpu_64,chatbot,passed,124.11517930030823,0.12955090655601417,82.91258019584907,16.582516039169814,2905.5871188752462,219.96942974606566,40.06226348876953,0.0,0,0,0,0,0,/users/LH/inference/real_runs/small/generated_figures/cpu_64/small_cpu_64_chatbot_resource_timeline.png
cpu_64,code_generation,passed,232.57941794395447,0.0679940606333353,87.03239761066916,17.406479522133836,3008.966560875251,218.7684117485279,40.06676483154297,0.0,0,0,0,0,0,/users/LH/inference/real_runs/small/generated_figures/cpu_64/small_cpu_64_code_generation_resource_timeline.png
cpu_64,long_conversation,passed,252.34654688835144,0.029766201936171136,129.54251082621678,7.620147695659811,5363.544757999989,241.63844338627845,40.343467712402344,0.0,0,0,0,0,0,/users/LH/inference/real_runs/small/generated_figures/cpu_64/small_cpu_64_long_conversation_resource_timeline.png
gpu_1,chatbot,passed,11.779540538787842,3.4476984112225058,2206.526983182404,441.30539663648074,98.10830725018604,8.358519267711547,9.579898834228516,26.263671875,89,149,31,42,8,/users/LH/inference/real_runs/small/generated_figures/gpu_1/small_gpu_1_chatbot_transfer_memory_timeline.png
gpu_1,code_generation,passed,15.134284496307373,1.7152008489177288,2195.457086614693,439.0914173229386,187.80588100025852,8.40671426470662,9.585712432861328,26.46875,90,153,34,41,8,/users/LH/inference/real_runs/small/generated_figures/gpu_1/small_gpu_1_code_generation_transfer_memory_timeline.png
gpu_1,long_conversation,passed,15.733898878097534,0.7858419599002242,3419.984209485776,201.1755417344574,429.34508724920306,8.295268615684643,9.599388122558594,26.75390625,100,161,35,44,8,/users/LH/inference/real_runs/small/generated_figures/gpu_1/small_gpu_1_long_conversation_transfer_memory_timeline.png
gpu_2,chatbot,passed,11.728975296020508,3.5647694341286007,2281.4524378423043,456.2904875684609,103.31551949911955,8.018084612204108,18.423072814941406,25.759765625,82,108,29,275,280,/users/LH/inference/real_runs/small/generated_figures/gpu_2/small_gpu_2_chatbot_transfer_memory_timeline.png
gpu_2,code_generation,passed,14.732965230941772,1.806801606810023,2312.7060567168296,462.5412113433659,179.91560112523075,7.973816575489693,18.42885971069336,25.86328125,79,116,31,304,284,/users/LH/inference/real_runs/small/generated_figures/gpu_2/small_gpu_2_code_generation_transfer_memory_timeline.png
gpu_2,long_conversation,passed,14.883183240890503,0.8888682697129251,3868.35470979065,227.55027704650882,373.3163192491702,7.358139412744825,18.442386627197266,26.091796875,81,121,32,182,154,/users/LH/inference/real_runs/small/generated_figures/gpu_2/small_gpu_2_long_conversation_transfer_memory_timeline.png
