timestamp_utc,run_id,target,elapsed_s,server_process_count,server_rss_bytes,server_vms_bytes,server_cpu_time_s,server_cpu_percent,system_cpu_total_percent,system_cpu_max_core_percent,system_mem_used_bytes,system_mem_available_bytes,cpu_temp_max_c,powercap_energy_uj,powercap_package_power_w
2026-04-27T20:37:29.067935+00:00,medium_gpu_1_long_conversation,gpu_1,4.5299530029296875e-06,3,10191372288,98789318656,215.53,0.0,0.06328125,3.6,16733941760,523851358208,23.625,,
2026-04-27T20:37:30.103107+00:00,medium_gpu_1_long_conversation,gpu_1,1.0373187065124512,3,10191372288,98789318656,215.54,0.9640280857973802,0.10546875,6.7,16750931968,523834368000,24.0,,
2026-04-27T20:37:31.138566+00:00,medium_gpu_1_long_conversation,gpu_1,2.072486639022827,3,10191372288,98789318656,215.54,0.0,0.8046875,98.1,16982659072,523602640896,24.5,,
2026-04-27T20:37:32.173477+00:00,medium_gpu_1_long_conversation,gpu_1,3.1079471111297607,3,10191372288,98789318656,215.54,0.0,0.8109375,98.1,17055428608,523529871360,25.0,,
2026-04-27T20:37:33.208638+00:00,medium_gpu_1_long_conversation,gpu_1,4.142889499664307,3,10191372288,98789318656,215.54999999999998,0.966237358791601,0.81953125,100.0,17097220096,523488079872,24.75,,
2026-04-27T20:37:34.243224+00:00,medium_gpu_1_long_conversation,gpu_1,5.178020000457764,3,10191372288,98789318656,215.56,0.9660617663525557,0.7960937499999999,97.1,17146966016,523438333952,24.75,,
2026-04-27T20:37:35.277786+00:00,medium_gpu_1_long_conversation,gpu_1,6.212606430053711,3,10191372288,98789318656,215.56,0.0,0.8484375,100.0,17182531584,523402768384,25.0,,
2026-04-27T20:37:36.315596+00:00,medium_gpu_1_long_conversation,gpu_1,7.2471959590911865,3,10191372288,98789318656,215.56,0.0,0.8804687499999999,98.1,17239625728,523345674240,25.5,,
2026-04-27T20:37:37.353112+00:00,medium_gpu_1_long_conversation,gpu_1,8.285004138946533,3,10191372288,98789318656,215.57000000000002,0.9635692022983632,0.48906249999999996,51.9,17304084480,523281215488,25.0,,
2026-04-27T20:37:38.390591+00:00,medium_gpu_1_long_conversation,gpu_1,9.32252836227417,3,10195927040,98790690816,215.81,23.131990039734404,0.72578125,62.1,17346318336,523238981632,24.0,,
2026-04-27T20:37:39.429093+00:00,medium_gpu_1_long_conversation,gpu_1,10.359977006912231,3,10196070400,98790969344,216.87,102.17373221108292,1.0210937500000001,100.0,17347932160,523237367808,24.25,,
2026-04-27T20:37:40.467186+00:00,medium_gpu_1_long_conversation,gpu_1,11.398508548736572,3,10196070400,98790969344,217.92999999999998,102.06719365864616,0.8500000000000001,100.0,17347932160,523237367808,24.25,,
2026-04-27T20:37:41.505814+00:00,medium_gpu_1_long_conversation,gpu_1,12.43659782409668,3,10196070400,98790969344,218.98000000000002,101.14736997314616,0.8937500000000002,100.0,17348321280,523236978688,24.0,,
2026-04-27T20:37:42.544558+00:00,medium_gpu_1_long_conversation,gpu_1,13.475228548049927,3,10196070400,98790969344,220.03,101.09464083668371,0.8562500000000001,100.0,17348321280,523236978688,24.5,,
2026-04-27T20:37:43.582968+00:00,medium_gpu_1_long_conversation,gpu_1,14.513946294784546,3,10196070400,98790969344,221.09,102.04889666440064,0.8570312500000001,100.0,17348321280,523236978688,24.0,,
2026-04-27T20:37:44.621823+00:00,medium_gpu_1_long_conversation,gpu_1,15.55236268043518,3,10201985024,99429011456,222.19,105.93053183678082,0.9179687500000001,99.1,17353224192,523232075776,24.0,,
2026-04-27T20:37:45.659652+00:00,medium_gpu_1_long_conversation,gpu_1,16.591229677200317,3,10201997312,99429011456,223.23,100.10906143311736,0.9335937500000001,100.0,17353977856,523231322112,24.75,,
2026-04-27T20:37:46.697718+00:00,medium_gpu_1_long_conversation,gpu_1,17.629061222076416,3,10202247168,99429167104,224.26999999999998,100.20894095333672,0.9257812500000001,100.0,17354997760,523230302208,24.25,,
2026-04-27T20:37:47.736379+00:00,medium_gpu_1_long_conversation,gpu_1,18.667108297348022,3,10202492928,99429167104,225.34,103.07817684665743,0.8875,100.0,17354997760,523230302208,24.75,,
