timestamp_utc,run_id,target,elapsed_s,server_process_count,server_rss_bytes,server_vms_bytes,server_cpu_time_s,server_cpu_percent,server_read_bytes,server_write_bytes,system_cpu_total_percent,system_cpu_max_core_percent,system_cpu_freq_mhz,system_load_1m,system_context_switches,system_mem_used_bytes,system_mem_available_bytes,system_swap_used_bytes,system_disk_read_bytes,system_disk_write_bytes,system_net_recv_bytes,system_net_sent_bytes,cpu_temp_max_c,powercap_energy_uj,powercap_package_power_w
2026-07-15T12:21:05.378230+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,4.291534423828125e-06,3,45969248256,116940808192,135.31,0.0,0,7380992,3.3333333333333335,100.0,2449.9980000000005,0.91455078125,32475163,51560239104,180645052416,0,486020608,208394266624,163022529258,2029426847,,,
2026-07-15T12:21:06.392514+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,1.016141414642334,3,45969494016,116940808192,135.32,0.9841191481525019,0,7380992,0.36000000000000004,2.9,2449.9980000000005,0.921875,32477171,51553812480,180651479040,0,486020608,208394266624,163022587921,2029485436,,,
2026-07-15T12:21:07.405431+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,2.0304133892059326,3,45969494016,116940808192,135.32999999999998,0.9859288485510518,0,7380992,3.5,100.0,2449.9980000000005,0.921875,32479495,51774066688,180431224832,0,486020608,208394266624,163022645246,2029542761,,,
2026-07-15T12:21:08.418294+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,3.0433061122894287,3,45969494016,116940808192,135.35999999999999,2.9618141503350635,0,7380992,3.3666666666666667,98.0,2449.9980000000005,0.921875,32482017,51858964480,180346327040,0,486020608,208394266624,163022703456,2029600697,,,
2026-07-15T12:21:09.431040+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,4.056203603744507,3,45969494016,116940808192,135.35999999999999,0.0,0,7380992,3.4,99.0,2449.9980000000005,0.921875,32484056,51911090176,180294201344,0,486020608,208394463232,163022761113,2029658354,,,
2026-07-15T12:21:10.444135+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,5.06896710395813,3,45969494016,116940808192,135.38000000000002,1.9747947073349343,0,7380992,3.433333333333333,100.0,2449.9980000000005,0.92822265625,32486204,51935076352,180270215168,0,486020608,208394463232,163022818792,2029716123,,,
2026-07-15T12:21:11.457722+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,6.082030534744263,3,45969494016,116940808192,135.38000000000002,0.0,0,7385088,3.566666666666667,100.0,2449.9980000000005,0.92822265625,32489146,51923677184,180281614336,0,486020608,208394647552,163022876440,2029773745,,,
2026-07-15T12:21:12.470734+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,7.095614910125732,3,45969494016,116940808192,135.41,2.959793060018511,0,7385088,3.433333333333333,100.0,2449.9980000000005,0.92822265625,32492120,51931930624,180273360896,0,486020608,208394647552,163022934374,2029831456,,,
2026-07-15T12:21:13.483593+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,8.108673572540283,3,45969494016,116940808192,135.43,1.974219336157859,0,7385088,3.466666666666667,100.0,2449.9980000000005,0.92822265625,32494936,51926507520,180278784000,0,486020608,208394647552,163022992003,2029888967,,,
2026-07-15T12:21:14.496537+00:00,opt13b_gpu_a100_offload_chat_30gib,gpu_a100,9.121500492095947,3,45969494016,116940808192,135.43,0.0,0,7385088,3.433333333333333,100.0,2449.9980000000005,0.92822265625,32497786,51925512192,180279779328,0,486020608,208394647552,163023049262,2029946226,,,
